"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 성북구청",서울특별시 성북구 삼선교로10길 14-18,서울특별시 성북구 삼선동1가 83-2,생활방범,3,200,360,30,2010-12,02-2241-4562,37.58704640,127.00817200,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 삼선교로6길 32-15,서울특별시 성북구 삼선동1가 215-1,생활방범,3,200,360,30,2010-12,02-2241-4562,37.58596737,127.00722590,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 삼선교로10다길 36,서울특별시 성북구 삼선동1가 237-3,생활방범,3,130,360,30,2006-12,02-2241-4562,37.58527368,127.00862160,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 삼선교로18길 14,서울특별시 성북구 삼선동3가 27-4,생활방범,3,130,360,30,2006-12,02-2241-4562,37.58852140,127.01263860,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 삼선교로18가길 22-3,서울특별시 성북구 삼선동3가 30-1,생활방범,3,200,360,30,2011-12,02-2241-4562,37.58769189,127.01339300,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보문로29다길 24,서울특별시 성북구 삼선동3가 106-9,생활방범,3,200,360,30,2011-12,02-2241-4562,37.58463192,127.01334650,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보문로31길 36,서울특별시 성북구 삼선동5가 66-11,생활방범,3,130,360,30,2006-12,02-2241-4562,37.58805372,127.01496070,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 화랑로18길 37,서울특별시 성북구 상월곡동 24-151,생활방범,3,130,360,30,2007-12,02-2241-4562,37.60584890,127.04971600,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로1길 39-8,서울특별시 성북구 상월곡동 55-82,생활방범,5,200,360,30,2011-12,02-2241-4562,37.60658669,127.04677820,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로1가길 9,서울특별시 성북구 상월곡동 86-1,생활방범,3,200,360,30,2011-12,02-2241-4562,37.60616215,127.04437600,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 오패산로3길 17,서울특별시 성북구 하월곡동 96-78,생활방범,3,200,360,30,2007-12,02-2241-4562,37.60618760,127.03492350,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 오패산로17길 11-13,서울특별시 성북구 하월곡동 75-2,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60792854,127.03567180,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 오패산로19길 21,서울특별시 성북구 하월곡동 81-23,생활방범,3,200,360,30,2007-12,02-2241-4562,37.60964563,127.03470600,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 오패산로3길 162-16,서울특별시 성북구 하월곡동 81-290,생활방범,3,200,360,30,2007-12,02-2241-4562,37.60942622,127.03325798,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 오패산로17길 28-6,서울특별시 성북구 하월곡동 82-5,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60816755,127.03483950,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 오패산로3가길 43,서울특별시 성북구 하월곡동 90-1969,생활방범,2,200,360,30,2006-12,02-2241-4562,37.60459785,127.03317880,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로1길 80,서울특별시 성북구 상월곡동 71-1,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60532589,127.04414040,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 월곡로18나길 1,서울특별시 성북구 하월곡동 40-3,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60169365,127.04257950,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 화랑로9길 21,서울특별시 성북구 하월곡동 49-3,생활방범,3,130,360,30,2010-12,02-2241-4562,37.60339318,127.04059630,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 고려대로17가길 43,서울특별시 성북구 안암동2가 95-1,생활방범,3,200,360,30,2006-12,02-2241-4562,37.58802430,127.02366000,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 고려대로13길 18-32,서울특별시 성북구 안암동2가 117-2,생활방범,3,200,360,30,2010-12,02-2241-4562,37.58717027,127.02460300,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보문로22길 31,서울특별시 성북구 안암동3가 15,생활방범,3,200,360,30,2011-12,02-2241-4562,37.58406563,127.02212090,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보문로18길 41,서울특별시 성북구 안암동3가 78-15,생활방범,3,200,360,30,2010-12,02-2241-4562,37.58301696,127.02327700,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보문로14길 40,서울특별시 성북구 안암동4가 41-13,생활방범,3,200,360,30,2009-12,02-2241-4562,37.58068538,127.02457260,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 개운사길 45,서울특별시 성북구 안암동5가 15-25,생활방범,3,130,360,30,2006-12,02-2241-4562,37.58836079,127.02917760,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 고려대로26길 25,서울특별시 성북구 안암동5가 103-11,생활방범,3,200,360,30,2009-12,02-2241-4562,37.58526342,127.03000860,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 안암로9가길 94,서울특별시 성북구 안암동5가 136-12,생활방범,3,200,360,30,2010-12,02-2241-4562,37.58300905,127.02855850,2020-03-31
"서울특별시 성북구청",,서울특별시 성북구 장위동 186-5,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61931692,127.04724690,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로23길 15-21,서울특별시 성북구 장위동 233-421,생활방범,3,200,360,30,2007-12,02-2241-4562,37.61609203,127.04743072,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로11가길 3,서울특별시 성북구 장위동 219-52,생활방범,3,200,360,30,2010-12,02-2241-4562,37.61580320,127.04117910,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 돌곶이로41길 10,서울특별시 성북구 장위동 219-132,생활방범,3,200,360,30,2010-12,02-2241-4562,37.61861981,127.04571540,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로21나길 42,서울특별시 성북구 장위동 219-273,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61639006,127.04521280,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로21길 17-2,서울특별시 성북구 장위동 229-1,생활방범,3,130,360,30,2006-12,02-2241-4562,37.61451868,127.04408190,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로16길 17-1,서울특별시 성북구 장위동 231-78,생활방범,5,200,360,30,2007-12,02-2241-4562,37.61337089,127.04139410,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로10길 8,서울특별시 성북구 장위동 231-242,생활방범,3,200,360,30,2010-12,02-2241-4562,37.61352212,127.03945459,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로24길 19,서울특별시 성북구 장위동 233-191,생활방범,3,200,360,30,2009-12,02-2241-4562,37.61310824,127.04462520,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로24길 46,서울특별시 성북구 장위동 233-357,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61171854,127.04493530,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로11길 39,서울특별시 성북구 장위동 233-492,생활방범,3,200,360,30,2007-12,02-2241-4562,37.61236018,127.04683310,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로33길 35,서울특별시 성북구 장위동 238-52,생활방범,1,200,360,30,2007-12,02-2241-4562,37.61657357,127.04750573,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 화랑로33가길 27,서울특별시 성북구 장위동 66-188,생활방범,3,130,360,30,2010-12,02-2241-4562,37.61093768,127.05389350,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로40길 46,서울특별시 성북구 장위동 68-69,생활방범,3,200,360,30,2009-12,02-2241-4562,37.61182855,127.05231976,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로18길 27,서울특별시 성북구 장위동 75-545,생활방범,3,200,360,30,2006-12,02-2241-4562,37.61523720,127.04979930,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 돌곶이로34길 20-19,서울특별시 성북구 장위동 76-30,생활방범,3,200,360,30,2006-12,02-2241-4562,37.61605653,127.05113360,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로33길 45,서울특별시 성북구 장위동 238-63,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61485368,127.05118650,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장월로5길 40,서울특별시 성북구 장위동 246-173,생활방범,3,130,360,30,2006-12,02-2241-4562,37.60996377,127.04719760,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 한천로86길 18,서울특별시 성북구 장위동 6-62,생활방범,3,200,360,30,2009-12,02-2241-4562,37.61469263,127.05985600,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로29길 51,서울특별시 성북구 정릉동 764-4,생활방범,2,200,360,30,2007-12,02-2241-4562,37.61565400,127.00154000,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 돌곶이로32길 48,서울특별시 성북구 장위동 77-5,생활방범,3,130,360,30,2007-12,02-2241-4562,37.61679418,127.05374480,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 장위로45길 16,서울특별시 성북구 장위동 88-13,생활방범,3,130,360,30,2011-12,02-2241-4562,37.61545830,127.05408930,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 한천로99길 40,서울특별시 성북구 장위동 176-10,생활방범,3,130,360,30,2007-12,02-2241-4562,37.62086872,127.04998460,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 돌곶이로30길 52-15,서울특별시 성북구 장위동 37-63,생활방범,3,130,360,30,2010-12,02-2241-4562,37.61370020,127.05765166,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 한천로96길 8,서울특별시 성북구 장위동 270-37,생활방범,3,130,360,30,2011-12,02-2241-4562,37.61777469,127.05708410,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 동소문로35길 60,서울특별시 성북구 정릉동 16-11,생활방범,3,200,360,30,2011-12,02-2241-4562,37.60113863,127.02077430,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로18길 12,서울특별시 성북구 정릉동 266-179,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61135508,127.00918240,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 서경로9길 45,서울특별시 성북구 정릉동 227-99,생활방범,3,200,360,30,2011-12,02-2241-4562,37.60938145,127.01390770,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로30길 12,서울특별시 성북구 정릉동 778-1,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61727937,127.00402380,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로36길 23,서울특별시 성북구 정릉동 817-3,생활방범,3,200,360,30,2011-12,02-2241-4562,37.61862866,126.99969700,2020-03-31
"서울특별시 성북구청",,서울특별시 성북구 정릉동 16,생활방범,3,200,360,30,2007-12,02-2241-4562,37.60169315,127.01874470,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 정릉로38가길 28,서울특별시 성북구 정릉동 16-307,생활방범,3,200,360,30,2009-12,02-2241-4562,37.60194845,127.01697251,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 정릉로36길 67,서울특별시 성북구 정릉동 130-22,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60238992,127.01505080,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 서경로18길 6,서울특별시 성북구 정릉동 227-164,생활방범,3,200,360,30,2007-12,02-2241-4562,37.61028231,127.01496400,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 정릉로27길 61-20,서울특별시 성북구 정릉동 166-96,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60647139,127.01265010,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 정릉로27다길 1,서울특별시 성북구 정릉동 206-126,생활방범,3,200,360,30,2007-12,02-2241-4562,37.60839942,127.01345740,2020-03-31
"서울특별시 성북구청",,서울특별시 성북구 정릉동 410-4,생활방범,3,200,360,30,2009-12,02-2241-4562,37.60759997,127.01176970,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로8길 38,서울특별시 성북구 정릉동 410-14,생활방범,4,200,360,30,2010-12,02-2241-4562,37.60701209,127.01163940,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 아리랑로19길 42,서울특별시 성북구 정릉동 487,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60249044,127.01155200,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 북악산로1길 28,서울특별시 성북구 정릉동 508-25,생활방범,3,200,360,30,2007-12,02-2241-4562,37.59918335,127.00548250,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 북악산로1길 65,서울특별시 성북구 정릉동 508-108,생활방범,3,200,360,30,2010-12,02-2241-4562,37.59791480,127.00524860,2020-03-31
"서울특별시 성북구청",,서울특별시 성북구 정릉동 383-95,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60638162,127.00917330,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 정릉로21길 51,서울특별시 성북구 정릉동 385-1,생활방범,3,200,360,30,2010-12,02-2241-4562,37.60749279,127.00759130,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로11길 37,서울특별시 성북구 정릉동 393-3,생활방범,3,130,360,30,2007-12,02-2241-4562,37.60857871,127.00794900,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 솔샘로15다길 38,서울특별시 성북구 정릉동 716-19,생활방범,3,200,360,30,2010-12,02-2241-4562,37.61045440,127.00387500,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 솔샘로5길 42,서울특별시 성북구 정릉동 717-25,생활방범,3,200,360,30,2007-12,02-2241-4562,37.61007599,127.00319670,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로16가길 76,서울특별시 성북구 정릉동 266-25,생활방범,3,130,360,30,2007-12,02-2241-4562,37.61330777,127.01144790,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 보국문로18길 41-2,서울특별시 성북구 정릉동 266-124,생활방범,3,130,360,30,2010-12,02-2241-4562,37.61142473,127.01118990,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 회기로 9-12,서울특별시 성북구 종암동 28-13,생활방범,3,200,360,30,2011-12,02-2241-4562,37.59183612,127.03799380,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 종암로13길 17,서울특별시 성북구 종암동 45-146,생활방범,3,200,360,30,2009-12,02-2241-4562,37.59636709,127.03391400,2020-03-31
"서울특별시 성북구청",,서울특별시 성북구 종암동 53-86,생활방범,3,200,360,30,2010-12,02-2241-4562,37.59790803,127.03307390,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 종암로9다길 40,서울특별시 성북구 종암동 54-395,생활방범,3,200,360,30,2011-12,02-2241-4562,37.59389247,127.03256550,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 북악산로 1055,서울특별시 성북구 종암동 31-4,생활방범,3,200,360,30,2011-12,02-2241-4562,37.59238661,127.03513790,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 종암로3길 37-2,서울특별시 성북구 종암동 33-12,생활방범,3,200,360,30,2007-12,02-2241-4562,37.59303568,127.03388450,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 월곡로5길 73,서울특별시 성북구 종암동 3-89,생활방범,3,200,360,30,2006-12,02-2241-4562,37.59918432,127.03601870,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 월곡로6길 9,서울특별시 성북구 종암동 3-746,생활방범,3,200,360,30,2010-12,02-2241-4562,37.59709061,127.03963840,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 종암로14길 32-14,서울특별시 성북구 종암동 7-23,생활방범,3,200,360,30,2007-12,02-2241-4562,37.59688896,127.03764000,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 종암로14길 20-28,서울특별시 성북구 종암동 7-44,생활방범,3,200,360,30,2010-12,02-2241-4562,37.59612738,127.03707880,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 종암로14길 46,서울특별시 성북구 종암동 9-42,생활방범,3,200,360,30,2010-12,02-2241-4562,37.59781650,127.03782420,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 대사관로5길 10,서울특별시 성북구 성북동 330-402,생활방범,2,200,360,30,2016-12,02-2241-4562,37.59689444,126.98889750,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 대사관로5가길 43,서울특별시 성북구 성북동 330-184,생활방범,1,200,360,30,2016-12,02-2241-4562,37.59667119,126.98644880,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 대사관로1길 6,서울특별시 성북구 성북동 330-454,생활방범,2,200,360,30,2016-12,02-2241-4562,37.59673419,126.98582600,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 대사관로7길 10,서울특별시 성북구 성북동 330-524,생활방범,2,200,360,30,2016-12,02-2241-4562,37.59690125,126.98944950,2020-03-31
"서울특별시 성북구청",서울특별시 성북구 대사관로8길 6,서울특별시 성북구 성북동 330-526,생활방범,2,200,360,30,2016-12,02-2241-4562,37.59637648,126.99016870,2020-03-31
