"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","소재지전화번호","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","참고사항","조건부허가시작일","조건부허가종료일","조건부허가신고사유","신고조건","내외국인구분","국적"
"3190000","104","1975","01076","휴게음식점","19751030","장승커피숍","    ","서울특별시 동작구 상도동  372번지 1호  ","126.18","  02 8134661  ","20061129","","19751030","상도제2동","20070702","자진폐업","영업부진","다방","0","0","1","1","3","20061206","비대상","상수도전용","지하","1","2","","","","","","","10.57","0.00","0.00","3.93","1.20","0.00","0.00","110.48","0.00","0.00","","","3190000-104-1975-01076","","","","","","내국인",""
"3190000","104","1975","01194","휴게음식점","19750816","샘","    ","서울특별시 동작구 사당동  1040번지 2호  ","","  02 5831116  ","19780206","","19750816","사당제1동","20000124","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","3","","","","","","","4.73","0.00","0.00","0.00","","0.00","5.74","69.44","0.00","0.00","","","3190000-104-1975-01194","","","","","","내국인",""
"3190000","104","1975","01371","휴게음식점","19750515","영","    ","서울특별시 동작구 상도동  119번지 20호  ","42.08","  0208122662  ","19981219","","19981219","상도제1동","20000925","행정처분","행정처분","과자점","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.48","0.00","0.00","0.00","0.00","6.60","0.00","37.60","0.00","0.00","","","3190000-104-1975-01371","","","","","","내국인",""
"3190000","104","1976","01282","휴게음식점","19761117","삼화 커피숍","    ","서울특별시 동작구 사당동  154번지 17호  ","57.16","  0234770044  ","20080320","","20010918","사당제3동","20080506","자진폐업","영업부진","다방","0","0","1","1","0","","비대상","상수도전용","지하","1","2","","","","","","","7.56","0.00","0.00","0.00","0.00","0.00","0.00","49.60","0.00","0.00","","","3190000-104-1976-01282","","","","","","내국인","대한민국"
"3190000","104","1976","01299","휴게음식점","19760501","한일커피숍","    ","서울특별시 동작구 신대방동  362번지 18호 39 외 1필","135.03","  02 8216353  ","19990922","","19990922","신대방제1동","20090305","행정처분","행정처분","다방","0","0","1","1","4","","비대상","상수도전용","지하","0","1","","","","","","","17.43","0.00","0.00","0.00","0.00","16.00","5.37","112.23","0.00","0.00","","","3190000-104-1976-01299","","","","","","내국인",""
"3190000","104","1976","01537","휴게음식점","19760825","샤론제과","    ","서울특별시 동작구 신대방동  344번지 96호  ","27.17","  02 8329095  ","19970131","","19970131","신대방제2동","19970124","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","6.30","0.00","0.00","0.00","0.00","3.30","6.30","14.57","0.00","0.00","","","3190000-104-1976-01537","","","","","","내국인",""
"3190000","104","1977","01079","휴게음식점","19770916","길벗다방","    ","서울특별시 동작구 상도동  170번지 10호  ","","  02 8141802  ","19931215","","19770916","상도제2동","20080227","자진폐업","업종변경","다방","0","0","1","1","3","","비대상","상수도전용","지하","1","2","","","","","","","5.46","57.24","","","1.00","","","7.80","","","","","3190000-104-1977-01079","","","","","","내국인",""
"3190000","104","1977","01101","휴게음식점","19770228","첼로원두커피전문점","    ","서울특별시 동작구 상도동  373번지 11호  ","83.86","  02 8158836  ","19970328","","19970328","상도제2동","19970317","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.80","0.00","0.00","0.00","0.00","3.30","3.78","75.28","0.00","0.00","","","3190000-104-1977-01101","","","","","","내국인",""
"3190000","104","1977","01357","휴게음식점","19770401","학","    ","서울특별시 동작구 노량진동  40번지 5호  ","40.41","  0208157376  ","19981219","","19981219","노량진제1동","20000925","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.76","0.00","0.00","0.00","0.00","9.90","4.90","30.75","0.00","0.00","","","3190000-104-1977-01357","","","","","","내국인",""
"3190000","104","1977","01358","휴게음식점","19770624","청","    ","서울특별시 동작구 상도동  382번지 0호  ","32.42","  0208130678  ","19981219","","19981219","상도제1동","20000925","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","6.48","0.00","0.00","0.00","0.00","3.20","4.20","21.74","0.00","0.00","","","3190000-104-1977-01358","","","","","","내국인",""
"3190000","104","1977","01362","휴게음식점","19770916","약속","    ","서울특별시 동작구 상도동  337번지 15호  ","135.68","  0208152635  ","19981219","","19981219","상도제1동","19910515","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","10.20","0.00","0.00","0.00","0.00","3.30","9.00","116.48","0.00","0.00","","","3190000-104-1977-01362","","","","","","내국인",""
"3190000","104","1977","01569","휴게음식점","19770825","독일과자","    ","서울특별시 동작구 사당동  318번지 5호  ","","  02 5844608  ","19950202","","19770825","사당제4동","19990703","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","3","","","","","","","11.21","0.00","0.00","0.00","","0.00","0.00","24.33","0.00","0.00","","","3190000-104-1977-01569","","","","","","내국인",""
"3190000","104","1978","01023","휴게음식점","19781130","베로커피숍","    ","서울특별시 동작구 상도동  324번지 7호  ","72.40","  02 8229390  ","19970305","","19970305","상도제3동","19970226","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","3","","","","","","","7.40","0.00","0.00","9.50","0.00","6.60","5.00","50.50","0.00","0.00","","","3190000-104-1978-01023","","","","","","내국인",""
"3190000","104","1978","01167","휴게음식점","19780609","피자팩토리 중앙대점","서울특별시 동작구 흑석로 109-2 (흑석동)","서울특별시 동작구 흑석동  181번지 13호  ","","  02 8148171  ","20110916","","19780609","흑석동","20140114","자진폐업","영업부진","다방","2","2","0","0","3","20110907","비대상","상수도전용","지상","3","1","","","","","","","6.20","0.00","0.00","0.00","","0.00","1.60","55.71","0.00","0.00","","","3190000-104-1978-01167","","","","","","내국인","대한민국"
"3190000","104","1979","01515","휴게음식점","19790615","문화당베이커리","    ","서울특별시 동작구 상도동  329번지 4호  ","24.60","  02 8166802  ","19950601","","19950601","상도제3동","19950530","자진폐업","","과자점","","","","","","","비대상","상수도전용","","3","2","","","","","","","6.30","0.00","0.00","0.00","0.00","4.50","0.00","18.30","0.00","0.00","","","3190000-104-1979-01515","","","","","","내국인",""
"3190000","104","1979","01529","휴게음식점","19790929","가나안제과","    ","서울특별시 동작구 사당동  150번지 10호  ","","  02 5931722  ","19950612","","19790929","사당제3동","19990602","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","3","","","","","","","32.20","0.00","0.00","0.00","","","11.20","32.76","0.00","0.00","","","3190000-104-1979-01529","","","","","","내국인",""
"3190000","104","1980","01065","휴게음식점","19801030","다전다방","    ","서울특별시 동작구 노량진동  40번지 14호  ","118.56","  02 8157298  ","19941107","","19801030","노량진제2동","20000630","자진폐업","","다방","","","","","","","비대상","상수도전용","","2","4","","","","","","","5.89","0.00","0.00","0.00","0.00","6.00","4.50","108.17","0.00","0.00","","","3190000-104-1980-01065","","","","","","내국인",""
"3190000","104","1980","01173","휴게음식점","19800107","순다방","    ","서울특별시 동작구 대방동  407번지 42호  ","125.16","  0208327470  ","19950105","","19950105","대방동","19941128","자진폐업","","다방","","","","","","","비대상","상수도(음용)지하수(주방용)겸용","","0","3","","","","","","","10.20","0.00","0.00","0.00","4.50","0.00","14.76","95.70","0.00","0.00","","","3190000-104-1980-01173","","","","","","내국인",""
"3190000","104","1980","01178","휴게음식점","19800117","정다방","    ","서울특별시 동작구 대방동  386번지 27호  ","83.35","  02 8137177  ","20050616","","19800117","대방동","20061208","자진폐업","영업부진","다방","0","0","1","1","3","20050323","비대상","상수도전용","지하","0","0","","","","","","","5.27","0.00","0.00","0.00","0.00","0.00","7.40","70.68","0.00","0.00","","","3190000-104-1980-01178","","","","","","내국인",""
"3190000","104","1980","01226","휴게음식점","19800329","아망떼","    ","서울특별시 동작구 상도동  329번지 4호  ","72.90","  02 8134648  ","19970804","","19970804","상도제3동","20000830","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","3","","","","","","","5.10","0.00","0.00","0.00","3.57","2.00","5.10","59.13","0.00","0.00","","","3190000-104-1980-01226","","","","","","내국인",""
"3190000","104","1980","01501","휴게음식점","19801202","브르나이 제과","    ","서울특별시 동작구 대방동  342번지 5호  ","30.00","  02 7837220  ","19990630","","19801202","대방동","20001122","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","2","","","","","","","9.50","0.00","0.00","0.00","0.00","6.60","0.00","20.50","0.00","0.00","","","3190000-104-1980-01501","","","","","","내국인",""
"3190000","104","1980","01503","휴게음식점","19800522","서독제과","    ","서울특별시 동작구 신대방동  351번지 5호  ","61.70","  02 8327829  ","19960125","","19960125","신대방제2동","19960111","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","1","","","","","","","30.20","0.00","0.00","0.00","0.00","19.80","0.00","31.50","0.00","0.00","","","3190000-104-1980-01503","","","","","","내국인",""
"3190000","104","1980","01583","휴게음식점","19800917","빠네뜨리베이커리","    ","서울특별시 동작구 사당동  산 213번지 25호  ","44.20","  02 5842990  ","19980321","","19980321","사당제5동","19980313","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","22.10","0.00","0.00","1.92","0.00","16.50","0.00","20.18","0.00","0.00","","","3190000-104-1980-01583","","","","","","내국인",""
"3190000","104","1980","01696","휴게음식점","19800316","크라운제과","    ","서울특별시 동작구 상도동  32번지 16호  ","72.91","  0208147138  ","19981219","","19981219","상도제1동","19921228","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","3","","","","","","","3.70","0.00","0.00","0.00","6.60","0.00","0.00","62.61","0.00","0.00","","","3190000-104-1980-01696","","","","","","내국인",""
"3190000","104","1981","01045","휴게음식점","19810430","솔다방","    ","서울특별시 동작구 노량진동  27번지 11호  ","","  02 8899148  ","19901030","","19810430","노량진제2동","20050425","자진폐업","폐업","다방","1","1","0","0","3","","비대상","상수도전용","지상","0","3","","","","","","","5.40","","","","2.00","","2.40","50.90","","","","","3190000-104-1981-01045","","","","","","내국인",""
"3190000","104","1981","01047","휴게음식점","19810916","참피온","    ","서울특별시 동작구 흑석동  9번지 27호  ","91.20","  02 8127031  ","19981215","","19981215","흑석동","19981207","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","12.50","0.00","0.00","0.00","1.20","0.00","12.50","65.00","0.00","0.00","","","3190000-104-1981-01047","","","","","","내국인",""
"3190000","104","1981","01081","휴게음식점","19810814","상록커피숍","서울특별시 동작구 장승배기로 71 (상도동)","서울특별시 동작구 상도동  180번지 2호  ","","  02 8229554  ","20120806","","19810814","상도제2동","20130102","자진폐업","영업부진","다방","1","1","0","0","3","","비대상","상수도전용","지상","1","3","","","","","","","6.46","","","3.06","1.00","","3.40","69.32","","","","","3190000-104-1981-01081","","","","","","내국인","대한민국"
"3190000","104","1981","01098","휴게음식점","19810819","제일다방","    ","서울특별시 동작구 본동  211번지 3호  ","248.80","  02 8153180  ","19831112","","19810819","노량진제1동","19990723","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","3","","","","","","","4.50","0.00","0.00","123.90","1.00","0.00","1.20","118.20","0.00","0.00","","","3190000-104-1981-01098","","","","","","내국인",""
"3190000","104","1981","01115","휴게음식점","19811015","은하수","    ","서울특별시 동작구 본동  126번지 44호  ","83.62","  02 8127667  ","19960510","","19960510","노량진제1동","19960502","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","3.75","0.00","0.00","2.55","2.20","0.00","0.00","75.12","0.00","0.00","","","3190000-104-1981-01115","","","","","","내국인",""
"3190000","104","1981","01184","휴게음식점","19810316","복","    ","서울특별시 동작구 노량진동  307번지 160호  ","46.00","  02 8139178  ","19980629","","19980629","노량진제2동","19980428","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","2","","","","","","","3.00","0.00","0.00","0.00","0.00","6.60","2.60","40.40","0.00","0.00","","","3190000-104-1981-01184","","","","","","내국인",""
"3190000","104","1981","01186","휴게음식점","19810403","소라다방","    ","서울특별시 동작구 노량진동  14번지 15호  ","9.40","  02 8150505  ","20021011","","19810403","노량진제2동","20050407","자진폐업","업종변경","다방","0","0","1","1","3","20021009","비대상","상수도전용","지하","1","3","","","","","","","3.00","0.00","0.00","0.00","1.20","0.00","1.50","3.70","0.00","0.00","","","3190000-104-1981-01186","","","","","","내국인",""
"3190000","104","1981","01237","휴게음식점","19810916","영남","    ","서울특별시 동작구 대방동  1번지 1호  ","111.21","  0208141700  ","19981219","","19981219","대방동","20000925","행정처분","행정처분","과자점","","","","","","","비대상","상수도전용","","0","3","","","","","","","10.36","0.00","0.00","3.36","4.25","0.00","10.36","82.88","0.00","0.00","","","3190000-104-1981-01237","","","","","","내국인",""
"3190000","104","1981","01268","휴게음식점","19810108","화신","    ","서울특별시 동작구 사당동  339번지 3호  ","90.30","  02 5835981  ","19980303","","19980303","사당제1동","19980226","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","9.83","0.00","0.00","4.48","0.00","7.54","4.59","71.40","0.00","0.00","","","3190000-104-1981-01268","","","","","","내국인",""
"3190000","104","1981","01296","휴게음식점","19810204","또아","    ","서울특별시 동작구 본동  398번지 2호  ","121.09","  0208146511  ","19940316","","19940316","노량진제1동","19900326","자진폐업","","다방","","","","","","","비대상","상수도전용","","2","2","","","","","","","8.14","0.00","0.00","0.00","2.10","0.00","5.50","105.35","0.00","0.00","","","3190000-104-1981-01296","","","","","","내국인",""
"3190000","104","1981","01519","휴게음식점","19810818","델리커리","    ","서울특별시 동작구 상도동  180번지 2호  ","47.45","  02 8229602  ","19830527","","19810818","상도제2동","20020930","자진폐업","전업","과자점","","","","","","","비대상","상수도전용","","2","2","","","","","","","14.60","0.00","0.00","0.00","0.00","6.00","0.00","32.85","0.00","0.00","","","3190000-104-1981-01519","","","","","","내국인",""
"3190000","104","1981","01551","휴게음식점","19811210","정아제과","    ","서울특별시 동작구 노량진동  59번지 29호  ","72.08","  02          ","20010917","","20010917","노량진제1동","20010917","자진폐업","","과자점","","","","","","","비대상","상수도전용","","3","3","","","","","","","19.04","0.00","0.00","0.00","0.00","9.00","0.00","53.04","0.00","0.00","","","3190000-104-1981-01551","","","","","","내국인",""
"3190000","104","1981","01650","휴게음식점","19811209","신라방제과점","    ","서울특별시 동작구 상도1동  759번지 0호  ","11.49","  0208137094  ","19981219","","19981219","상도제1동","19920312","행정처분","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","0.00","11.49","0.00","0.00","0.00","13.20","0.00","0.00","0.00","0.00","","","3190000-104-1981-01650","","","","","","내국인",""
"3190000","104","1981","01677","휴게음식점","19810415","김스제과","    ","서울특별시 동작구 노량진동  235번지 20호  ","54.75","  0208159555  ","19981219","","19981219","노량진제1동","19900308","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","15.30","0.00","0.00","0.00","4.95","0.00","3.00","31.50","0.00","0.00","","","3190000-104-1981-01677","","","","","","내국인",""
"3190000","104","1981","07122","휴게음식점","19811210","크리스탈명과","    ","서울특별시 동작구 상도동  188번지 31호  ","55.31","  02 8238551  ","19880805","","19811210","상도제2동","19990719","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","2","","","","","","","17.36","0.00","0.00","0.00","0.00","3.00","0.00","37.95","0.00","0.00","","","3190000-104-1981-07122","","","","","","내국인",""
"3190000","104","1981","07133","휴게음식점","19811119","약속다방","    ","서울특별시 동작구 신대방동  607번지 28호  ","43.84","  02 8499981  ","19990811","","19940415","신대방제1동","20020325","자진폐업","업종변경","다방","","","","","","","비대상","상수도전용","","0","1","","","","","","","5.40","0.00","0.00","0.00","0.00","9.00","0.00","38.44","0.00","0.00","","","3190000-104-1981-07133","","","","","","내국인",""
"3190000","104","1982","01036","휴게음식점","19820106","애정","    ","서울특별시 동작구 상도동  260번지 2호  ","54.57","  02 8432231  ","19981102","","19981102","상도제4동","19981027","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.88","0.00","0.00","0.00","1.20","0.00","11.25","35.24","0.00","0.00","","","3190000-104-1982-01036","","","","","","내국인",""
"3190000","104","1982","01088","휴게음식점","19821025","도시공간","    ","서울특별시 동작구 상도동  187번지 3호  ","","  02 8237402  ","19891010","","19821025","상도제4동","20020912","자진폐업","애도","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.78","0.00","0.00","0.00","","0.00","6.25","60.06","0.00","0.00","","","3190000-104-1982-01088","","","","","","내국인",""
"3190000","104","1982","01103","휴게음식점","19821204","백악관다방","    ","서울특별시 동작구 상도동  346번지 8호  ","96.58","  02 8235500  ","19960314","","19821204","상도제4동","20000403","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","7.47","0.00","0.00","0.00","0.00","0.00","1.82","87.29","0.00","0.00","","","3190000-104-1982-01103","","","","","","내국인",""
"3190000","104","1982","01131","휴게음식점","19820318","돌","    ","서울특별시 동작구 사당동  708번지 337호  ","","  02 5843725  ","19940401","","19820318","사당제1동","20031231","자진폐업","경매인수로 인해 계약해제","다방","0","0","1","1","0","","비대상","상수도전용","지하","1","2","","","","","","","6.25","0.00","0.00","0.00","","0.00","10.00","91.14","0.00","0.00","","","3190000-104-1982-01131","","","","","","내국인",""
"3190000","104","1982","01154","휴게음식점","19820514","현다방","    ","서울특별시 동작구 노량진동  233번지 5호  ","","  02 8143344  ","19820514","","19820514","노량진제2동","19991110","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.85","0.00","0.00","0.00","","0.00","5.80","42.11","0.00","0.00","","","3190000-104-1982-01154","","","","","","내국인",""
"3190000","104","1982","01190","휴게음식점","19820421","대림","    ","서울특별시 동작구 상도동  36번지 1호  ","71.00","  02 8153641  ","19951109","","19820421","상도제2동","19990712","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","2","","","","","","","8.80","0.00","0.00","0.00","0.00","14.20","1.60","60.60","0.00","0.00","","","3190000-104-1982-01190","","","","","","내국인",""
"3190000","104","1982","01204","휴게음식점","19820504","한강","    ","서울특별시 동작구 본동  221번지 1호  ","33.45","  0208137373  ","19940317","","19940317","노량진제1동","19900910","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","2.85","0.00","0.00","0.00","0.00","3.30","1.60","29.00","0.00","0.00","","","3190000-104-1982-01204","","","","","","내국인",""
"3190000","104","1982","01207","휴게음식점","19821110","삼성","    ","서울특별시 동작구 사당동  89번지 69호  ","105.57","  0205917227  ","19981219","","19981219","사당제2동","20000925","행정처분","행정처분","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","4.80","0.00","0.00","0.00","0.00","8.00","9.00","91.77","0.00","0.00","","","3190000-104-1982-01207","","","","","","내국인",""
"3190000","104","1982","01214","휴게음식점","19820812","대방","    ","서울특별시 동작구 대방동  407번지 29호  ","129.12","  0208331684  ","19940316","","19940316","대방동","19900207","자진폐업","","다방","","","","","","","비대상","상수도(음용)지하수(주방용)겸용","","0","4","","","","","","","9.28","0.00","0.00","0.00","0.00","6.25","9.86","109.98","0.00","0.00","","","3190000-104-1982-01214","","","","","","내국인",""
"3190000","104","1982","01234","휴게음식점","19820504","한강다방","    ","서울특별시 동작구 본동   ","102.73","  0208137008  ","19981219","","19981219","노량진제1동","19930629","행정처분","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","6.00","0.00","0.00","0.00","0.92","0.00","16.66","79.15","0.00","0.00","","","3190000-104-1982-01234","","","","","","내국인",""
"3190000","104","1982","01261","휴게음식점","19820716","용궁","    ","서울특별시 동작구 대방동  43번지 2호  ","83.30","  02 8149648  ","19970602","","19970602","대방동","19970524","자진폐업","","다방","","","","","","","비대상","상수도(음용)지하수(주방용)겸용","","0","1","","","","","","","7.36","0.00","0.00","0.00","0.00","5.00","6.21","69.73","0.00","0.00","","","3190000-104-1982-01261","","","","","","내국인",""
"3190000","104","1982","01275","휴게음식점","19820817","우성다방","    ","서울특별시 동작구 동작동  91번지 129호  ","84.26","  02 5913811  ","19960517","","19960517","사당제2동","19990227","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","6.36","0.00","0.00","0.00","3.50","0.00","2.97","71.43","0.00","0.00","","","3190000-104-1982-01275","","","","","","내국인",""
"3190000","104","1982","01550","휴게음식점","19821229","선화당","    ","서울특별시 동작구 상도동  산 119번지 14호  ","","  02 8139525  ","19821229","","19940323","상도제1동","20000420","자진폐업","","과자점","1","1","0","0","0","","비대상","상수도전용","지상","2","3","","","","","","","17.60","","","","3.00","","","30.00","","","","","3190000-104-1982-01550","","","","","","내국인",""
"3190000","104","1982","01578","휴게음식점","19820430","독일제과","    ","서울특별시 동작구 흑석동  35번지 2호  ","26.24","  02 8148452  ","19960401","","19960401","흑석동","19960325","자진폐업","","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","6.72","0.00","0.00","0.00","0.00","9.90","0.00","19.52","0.00","0.00","","","3190000-104-1982-01578","","","","","","내국인",""
"3190000","104","1983","01025","휴게음식점","19830331","소라","    ","서울특별시 동작구 상도동  256번지 36호  ","101.68","  02 8222121  ","19951109","","19951109","상도제3동","20000925","행정처분","-","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","8.50","84.68","0.00","0.00","0.00","6.10","8.50","0.00","0.00","0.00","","","3190000-104-1983-01025","","","","","","내국인",""
