"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","소재지전화번호","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","참고사항","조건부허가시작일","조건부허가종료일","조건부허가신고사유","신고조건","내외국인구분","국적"
"3180000","104","1968","00846","휴게음식점","19680430","뉴욕","    ","서울특별시 영등포구 영등포동6가  79번지 6호  ","75.73","  0206345327  ","19680430","","19680430","영등포동","19960719","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.74","0.00","0.00","0.00","0.00","3.00","0.00","69.99","","","","","3180000-104-1968-00846","","","","","","내국인",""
"3180000","104","1968","00978","휴게음식점","19681004","경원블루","서울특별시 영등포구 영등포로 253 (영등포동2가)","서울특별시 영등포구 영등포동2가  175번지 0호  ","110.43","  0206764825  ","19681004","","19681004","영등포동","20170220","자진폐업","식품안전과-5098(2017.2.20)자료정비","다방","","","","","","","비대상","상수도전용","","2","2","","","","","","","15.75","84.24","0.00","0.00","5.00","0.00","5.44","0.00","","","","","3180000-104-1968-00978","","","","","","내국인",""
"3180000","104","1968","01671","휴게음식점","19680513","로타리다방","    ","서울특별시 영등포구 영등포동2가  143번지 0호  ","126.17","  0206338477  ","19680513","","19680513","영등포동","19950208","행정처분","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.65","0.00","0.00","6.40","0.00","3.00","0.00","112.12","","","","","3180000-104-1968-01671","","","","","","내국인",""
"3180000","104","1969","01248","휴게음식점","19690716","비전다방","    ","서울특별시 영등포구 신길동  252번지 1호  ","129.54","  0208323728  ","19690716","","19690716","신길제1동","19960531","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.77","0.00","0.00","0.00","0.00","5.00","6.25","115.52","","","","","3180000-104-1969-01248","","","","","","내국인",""
"3180000","104","1969","01249","휴게음식점","19690910","신신다방","    ","서울특별시 영등포구 신길동  249번지 38호  ","87.73","  0208332840  ","19690910","","19690910","신길제3동","20031229","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.78","0.00","0.00","0.00","0.00","5.40","3.77","76.18","","","","","3180000-104-1969-01249","","","","","","내국인",""
"3180000","104","1969","01287","휴게음식점","19691210","풍차다방","    ","서울특별시 영등포구 영등포동5가  25번지 1호  ","32.58","  0206343136  ","20020517","","19691210","영등포동","20091216","기타","직권말소(사업자등록 말소)","다방","0","0","1","1","0","20070327","비대상","상수도전용","","0","3","","","","","","","2.66","0.00","0.00","0.00","0.00","5.00","0.00","29.92","","","","","3180000-104-1969-01287","","","","","","내국인",""
"3180000","104","1969","01613","휴게음식점","19690628","명문","    ","서울특별시 영등포구 양평동4가  147번지 0호  ","66.50","  0206343664  ","19690628","","19690628","양평제2동","19920417","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","4.00","48.75","0.00","11.25","2.50","0.00","0.00","0.00","","","","","3180000-104-1969-01613","","","","","","내국인",""
"3180000","104","1969","01644","휴게음식점","19691125","동궁다방","    ","서울특별시 영등포구 영등포동3가  491번지 5호  ","74.61","  0206786591  ","19691125","","19691125","영등포동","19930105","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","8.61","0.00","0.00","3.51","3.51","0.00","0.00","58.98","","","","","3180000-104-1969-01644","","","","","","내국인",""
"3180000","104","1969","01651","휴게음식점","19691030","금성다방","    ","서울특별시 영등포구 영등포동3가  7번지 25호  ","108.99","  0206785578  ","19691030","","19691030","영등포동","19920713","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.50","0.00","0.00","0.00","0.00","18.00","27.26","76.23","","","","","3180000-104-1969-01651","","","","","","내국인",""
"3180000","104","1969","01858","휴게음식점","19691125","케익하우스엠마","    ","서울특별시 영등포구 대림동  960번지 4호  ","57.98","  02 8450033  ","19691125","","19691125","대림제1동","20091216","기타","직권말소(사업자등록 말소)","과자점","0","0","0","0","0","","비대상","상수도전용","","4","2","","","","","","","3.67","0.00","0.00","0.00","0.00","7.00","0.00","54.31","","","","","3180000-104-1969-01858","","","","","","내국인",""
"3180000","104","1970","00942","휴게음식점","19700716","영원다방","서울특별시 영등포구 영중로 65 (영등포동6가)","서울특별시 영등포구 영등포동6가  11번지 0호  ","109.34","  0206338438  ","20040421","","19700716","영등포동","20150223","자진폐업","영업부진","다방","0","0","1","1","0","20100416","비대상","상수도전용","","0","3","","","","","","","7.66","0.00","0.00","8.00","0.00","3.00","93.68","0.00","","","","","3180000-104-1970-00942","","","","","","내국인",""
"3180000","104","1970","00951","휴게음식점","19700220","쵸이","    ","서울특별시 영등포구 영등포동4가  53번지 0호  ","182.68","  0206784719  ","19700220","","19700220","영등포동","19990105","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","8.40","0.00","3.00","6.38","6.38","0.00","5.00","153.52","","","","","3180000-104-1970-00951","","","","","","내국인",""
"3180000","104","1970","00960","휴게음식점","19700616","역전과역마차","    ","서울특별시 영등포구 영등포동  618번지 3호  ","65.60","  0206787781  ","19700616","","19700616","영등포본동","20110729","자진폐업","계약만료","다방","2","2","0","0","0","20090415","비대상","상수도전용","","0","2","","","","","","","8.00","0.00","0.00","0.00","0.00","3.80","0.00","57.60","","","","","3180000-104-1970-00960","","","","","","내국인",""
"3180000","104","1970","00975","휴게음식점","19700921","오뚜기다실","    ","서울특별시 영등포구 영등포동3가  1번지 9호  ","129.20","  0206784514  ","19700921","","19700921","영등포동","19970329","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","4","","","","","","","6.10","56.10","0.00","64.60","0.00","3.00","0.00","2.40","","","","","3180000-104-1970-00975","","","","","","내국인",""
"3180000","104","1970","00979","휴게음식점","19700319","신성","서울특별시 영등포구 영등포로 255 (영등포동2가)","서울특별시 영등포구 영등포동2가  177번지 2호  ","","  0206345767  ","20020329","","19700319","영등포동","20160229","자진폐업","영업부진","다방","0","0","1","1","0","20100416","비대상","상수도전용","","0","3","","","","","","","7.26","","","","2.30","","6.30","74.34","","","","","3180000-104-1970-00979","","","","","","내국인",""
"3180000","104","1970","01142","휴게음식점","19700622","흑장미","    ","서울특별시 영등포구 양평동1가  28번지 2호  ","57.04","  0206338107  ","19700622","","19700622","양평제1동","19950119","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.72","43.52","0.00","0.00","0.00","3.00","7.80","0.00","","","","","3180000-104-1970-01142","","","","","","내국인",""
"3180000","104","1970","01392","휴게음식점","19700420","궁전","    ","서울특별시 영등포구 신길동  209번지 103호  ","72.73","  0208461212  ","19700420","","19700420","신길제4동","","","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","5.22","0.00","0.00","10.26","0.00","5.40","0.00","57.25","","","","","3180000-104-1970-01392","","","","","","내국인",""
"3180000","104","1970","01438","휴게음식점","19700320","영신","    ","서울특별시 영등포구 영등포동5가  18번지 1호  ","172.16","  0206343259  ","20051010","","19700320","영등포동","20061004","자진폐업","계약만료","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.14","0.00","0.00","3.64","0.00","4.00","0.00","160.38","","","","","3180000-104-1970-01438","","","","","","내국인",""
"3180000","104","1970","01570","휴게음식점","19700423","공간커피숍","    ","서울특별시 영등포구 대림동  991번지 5호  ","54.00","  0208330467  ","19700423","","19700423","대림제2동","20050531","자진폐업","사업부진","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","5.12","48.88","0.00","0.00","0.00","6.00","0.00","0.00","","","","","3180000-104-1970-01570","","","","","","내국인",""
"3180000","104","1970","01574","휴게음식점","19700328","양남","서울특별시 영등포구 선유로 106 (양평동1가)","서울특별시 영등포구 양평동1가  36번지 0호  ","","  0226334820  ","19700328","","19700328","양평제1동","","","","다방","2","2","0","0","0","20090415","비대상","상수도전용","","0","0","","","","","","","5.29","","","","","","3.20","44.64","","","","","3180000-104-1970-01574","","","","","","내국인",""
"3180000","104","1970","01611","휴게음식점","19700625","아담","    ","서울특별시 영등포구 양평동4가  56번지 0호  ","92.24","  0206331604  ","19700625","","19700625","양평제2동","19911022","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.64","79.60","0.00","0.00","0.00","3.00","4.00","0.00","","","","","3180000-104-1970-01611","","","","","","내국인",""
"3180000","104","1970","01616","휴게음식점","19700107","도림다방","    ","서울특별시 영등포구 도림동  186번지 1호  ","","  02 8339796  ","19700107","","19700107","도림동","20091216","기타","직권말소(사업자등록 말소)","다방","2","2","0","0","0","","비대상","상수도전용","","0","0","","","","","","","5.40","","","","","","3.60","30.00","","","","","3180000-104-1970-01616","","","","","","내국인",""
"3180000","104","1970","01669","휴게음식점","19700112","고려","    ","서울특별시 영등포구 영등포동3가  13번지 1호  ","109.09","  0206785096  ","19700112","","19700112","영등포동","19911204","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.02","79.02","0.00","19.05","4.00","0.00","0.00","0.00","","","","","3180000-104-1970-01669","","","","","","내국인",""
"3180000","104","1971","00915","휴게음식점","19710806","매원","    ","서울특별시 영등포구 영등포동7가  23번지 0호  ","89.65","  02          ","19990330","","19710806","영등포동","20060613","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","0","0","","","","","","","8.10","0.00","0.00","0.00","0.00","0.00","0.00","81.55","","","","","3180000-104-1971-00915","","","","","","내국인",""
"3180000","104","1971","01354","휴게음식점","19711005","신화","    ","서울특별시 영등포구 영등포동7가  77번지 11호  ","46.50","  0206343555  ","19711005","","19711005","영등포동","19940318","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","7.44","0.00","0.00","0.00","2.60","4.00","0.00","36.46","","","","","3180000-104-1971-01354","","","","","","내국인",""
"3180000","104","1971","01389","휴게음식점","19710611","금성","    ","서울특별시 영등포구 영등포동2가  237번지 0호  ","64.40","  0206338991  ","20050128","","19710611","영등포동","20080930","자진폐업","적자","다방","2","2","0","0","0","","비대상","상수도전용","","0","2","","","","","","","4.80","0.00","0.00","0.00","0.00","4.00","3.60","56.00","","","","","3180000-104-1971-01389","","","","","","내국인",""
"3180000","104","1971","01424","휴게음식점","19711201","옴니","    ","서울특별시 영등포구 영등포동2가  330번지 0호  ","123.18","  0206775750  ","19711201","","19711201","영등포동","19941114","자진폐업","","다방","","","","","","","비대상","상수도전용","","3","2","","","","","","","10.05","0.00","0.00","22.11","0.00","4.00","0.00","91.02","","","","","3180000-104-1971-01424","","","","","","내국인",""
"3180000","104","1971","01439","휴게음식점","19711006","영일다방","    ","서울특별시 영등포구 영등포동8가  53번지 2호  ","76.45","  0206335427  ","19711006","","19711006","영등포동","20091216","기타","직권말소(사업자등록 말소)","다방","0","0","0","0","0","","비대상","상수도전용","","0","2","","","","","","","5.60","0.00","0.00","5.20","0.00","3.00","0.00","65.65","","","","","3180000-104-1971-01439","","","","","","내국인",""
"3180000","104","1971","01464","휴게음식점","19710630","동원","    ","서울특별시 영등포구 영등포동2가  157번지 0호  ","121.52","  0206342534  ","19710630","","19710630","영등포동","19940118","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","6.12","0.00","0.00","0.00","4.00","0.00","3.42","107.98","","","","","3180000-104-1971-01464","","","","","","내국인",""
"3180000","104","1971","01484","휴게음식점","19710402","나래폼","    ","서울특별시 영등포구 영등포동5가  19번지 1호  ","147.00","  0206342518  ","19710402","","19710402","영등포동","20050512","자진폐업","영업부진","다방","","","","","","","비대상","상수도전용","","1","2","","","","","","","11.20","0.00","0.00","0.00","0.00","4.00","0.00","135.80","","","","","3180000-104-1971-01484","","","","","","내국인",""
"3180000","104","1971","01603","휴게음식점","19711005","여로","    ","서울특별시 영등포구 당산동1가  87번지 16호  ","69.00","  0206331093  ","19711005","","19711005","당산제1동","19900308","행정처분","","다방","","","","","","","비대상","상수도전용","","0","0","","","","","","","6.00","0.00","0.00","0.00","0.00","6.00","8.91","54.09","","","","","3180000-104-1971-01603","","","","","","내국인",""
"3180000","104","1971","01618","휴게음식점","19710612","녹수다방","    ","서울특별시 영등포구 양평동2가  29번지 8호  ","58.16","  0206331378  ","19710612","","19710612","양평제1동","19921103","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","3.78","0.00","0.00","0.00","0.00","2.00","4.24","50.14","","","","","3180000-104-1971-01618","","","","","","내국인",""
"3180000","104","1971","01622","휴게음식점","19711105","길","    ","서울특별시 영등포구 영등포동5가  3번지 0호  ","68.13","  0226341467  ","19711105","","19711105","영등포동","19900719","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","1","","","","","","","8.28","0.00","0.00","0.00","0.00","3.00","0.00","59.85","","","","","3180000-104-1971-01622","","","","","","내국인",""
"3180000","104","1971","01627","휴게음식점","19710428","초원","    ","서울특별시 영등포구 영등포동6가  3번지 0호  ","70.87","  0206345518  ","19710428","","19710428","영등포동","19920306","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","5.00","62.67","0.00","0.00","0.00","4.00","3.20","0.00","","","","","3180000-104-1971-01627","","","","","","내국인",""
"3180000","104","1971","01628","휴게음식점","19710716","개미","    ","서울특별시 영등포구 영등포동6가  77번지 6호  ","99.90","  0206345610  ","19710716","","19710716","영등포동","19930902","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.90","88.20","0.00","0.00","0.00","5.00","4.80","0.00","","","","","3180000-104-1971-01628","","","","","","내국인",""
"3180000","104","1971","01630","휴게음식점","19710624","대동","    ","서울특별시 영등포구 영등포동7가  43번지 1호  ","94.49","  0206338053  ","19710624","","19710624","영등포동","19920506","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","6.29","0.00","0.00","16.08","0.00","4.00","0.00","72.12","","","","","3180000-104-1971-01630","","","","","","내국인",""
"3180000","104","1971","01635","휴게음식점","19710610","아람","    ","서울특별시 영등포구 당산동3가  220번지 0호  ","91.93","  0206762906  ","19710610","","19710610","당산제1동","19950208","행정처분","","다방","","","","","","","비대상","상수도전용","","2","2","","","","","","","5.13","0.00","0.00","4.00","0.00","9.00","1.00","81.80","","","","","3180000-104-1971-01635","","","","","","내국인",""
"3180000","104","1971","01638","휴게음식점","19710527","솔","    ","서울특별시 영등포구 당산동1가  17번지 2호  ","79.64","  0206346066  ","19710527","","19710527","당산제1동","19900806","자진폐업","","다방","","","","","","","비대상","상수도전용","","1","3","","","","","","","5.24","0.00","0.00","2.88","0.00","7.00","5.73","65.79","","","","","3180000-104-1971-01638","","","","","","내국인",""
"3180000","104","1971","01663","휴게음식점","19710825","미진","    ","서울특별시 영등포구 영등포동3가  2번지 7호  ","91.50","  0206788500  ","19710825","","19710825","영등포동","19940601","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","9.90","0.00","0.00","4.00","0.00","4.00","0.00","77.60","","","","","3180000-104-1971-01663","","","","","","내국인",""
"3180000","104","1971","01666","휴게음식점","19710624","호정","    ","서울특별시 영등포구 영등포동2가  195번지 0호  ","55.35","  0206347757  ","19710624","","19710624","영등포동","19950208","행정처분","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","5.60","0.00","0.00","3.00","4.00","5.00","0.00","42.75","","","","","3180000-104-1971-01666","","","","","","내국인",""
"3180000","104","1972","00934","휴게음식점","19721227","왕비","    ","서울특별시 영등포구 영등포동5가  20번지 0호  지하상가","53.60","  0206331900  ","19721227","","19721227","영등포동","20091216","기타","직권말소(사업자등록 말소)","다방","0","0","0","0","0","","비대상","상수도전용","","0","3","","","","","","","7.56","0.00","0.00","0.00","0.00","5.00","2.34","43.70","","","","","3180000-104-1972-00934","","","","","","내국인",""
"3180000","104","1972","01227","휴게음식점","19721031","초원","서울특별시 영등포구 영등포로 378 (신길동)","서울특별시 영등포구 신길동  96번지 20호  ","","  0208430868  ","19721031","","19721031","신길제1동","20191002","자진폐업","","다방","0","0","1","1","0","20090415","비대상","상수도전용","","0","3","","","","","","","6.97","","","","","6.40","4.63","56.06","","","","","3180000-104-1972-01227","","","","","","내국인","대한민국"
"3180000","104","1972","01434","휴게음식점","19720106","동양","    ","서울특별시 영등포구 양평동1가  9번지 2호  ","73.41","  0206917681  ","19720106","","19720106","양평제1동","19941019","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","9.46","0.00","0.00","0.00","0.00","4.00","0.00","63.95","","","","","3180000-104-1972-01434","","","","","","내국인",""
"3180000","104","1972","01592","휴게음식점","19720116","본전","    ","서울특별시 영등포구 영등포동5가  2번지 0호  ","100.90","  0206341689  ","19720116","","19720116","영등포동","19950208","행정처분","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","8.50","0.00","0.00","0.00","0.00","4.00","0.00","92.40","","","","","3180000-104-1972-01592","","","","","","내국인",""
"3180000","104","1972","01606","휴게음식점","19720307","씨에스터","    ","서울특별시 영등포구 문래동1가  71번지 6호  ","51.70","  0206336069  ","19720307","","19720307","문래동","","","","다방","0","0","0","0","0","","비대상","상수도전용","","0","3","","","","","","","4.60","0.00","0.00","0.00","0.00","4.20","8.40","38.70","","","","","3180000-104-1972-01606","","","","","","내국인",""
"3180000","104","1972","01620","휴게음식점","19720204","화진다방","    ","서울특별시 영등포구 영등포동3가  5번지 54호  ","142.40","  0206780662  ","19720204","","19720204","영등포동","19990407","자진폐업","","다방","","","","","","","비대상","상수도전용","","2","2","","","","","","","14.40","0.00","0.00","0.00","0.00","21.00","3.20","124.80","","","","","3180000-104-1972-01620","","","","","","내국인",""
"3180000","104","1972","01649","휴게음식점","19720129","흙","    ","서울특별시 영등포구 영등포동3가  425번지 6호  ","75.60","  0206787003  ","19720129","","19720129","영등포동","19920418","자진폐업","","다방","","","","","","","비대상","상수도전용","","2","0","","","","","","","6.04","0.00","0.00","3.06","3.06","0.00","0.00","63.44","","","","","3180000-104-1972-01649","","","","","","내국인",""
"3180000","104","1972","01842","휴게음식점","19720209","서울뉴욕","    ","서울특별시 영등포구 신길동  95번지 19호  ","33.25","  0208431404  ","19720209","","19720209","신길제1동","19971106","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","1","","","","","","","3.00","0.00","0.00","0.00","0.00","6.00","2.25","28.00","","","","","3180000-104-1972-01842","","","","","","내국인",""
"3180000","104","1972","01984","휴게음식점","19720324","대성병과","    ","서울특별시 영등포구 영등포동2가  335번지 0호  ","23.00","  0206702125  ","19720324","","19720324","영등포동","19830223","자진폐업","","과자점","","","","","","","비대상","상수도전용","","2","2","","","","","","","6.40","0.00","0.00","0.00","0.00","8.00","0.00","16.60","","","","","3180000-104-1972-01984","","","","","","내국인",""
"3180000","104","1973","00929","휴게음식점","19730404","대아","    ","서울특별시 영등포구 영등포동4가  426번지 3호  ","115.52","  0206787113  ","19730404","","19730404","영등포동","19941130","행정처분","","다방","","","","","","","비대상","상수도전용","","0","2","","","","","","","7.21","0.00","0.00","0.00","0.00","2.80","7.95","100.36","","","","","3180000-104-1973-00929","","","","","","내국인",""
"3180000","104","1973","01015","휴게음식점","19730324","삼성다방","서울특별시 영등포구 당산로 53 (문래동3가 지하1층)","서울특별시 영등포구 문래동3가  70번지  지하1층","81.55","  0206338742  ","19730324","","19730324","문래동","","","","다방","0","0","0","0","0","","비대상","상수도전용","","0","2","","","","","","","10.59","0.00","0.00","7.10","7.10","0.00","0.00","56.76","","","","","3180000-104-1973-01015","","","","","","내국인",""
"3180000","104","1973","01125","휴게음식점","19731002","새천년","    ","서울특별시 영등포구 양평동2가  19번지 0호  ","86.25","  0206331392  ","20030318","","19731002","양평제1동","20050930","자진폐업","영업부진","다방","","","","","","20030312","비대상","상수도전용","","0","3","","","","","","","13.38","0.00","0.00","1.50","0.00","3.00","0.00","71.37","","","","","3180000-104-1973-01125","","","","","","내국인",""
"3180000","104","1973","01257","휴게음식점","19731226","돌","    ","서울특별시 영등포구 신길동  1326번지 0호  ","58.85","  0208423050  ","19731226","","19731226","신길제7동","20091216","기타","직권말소(사업자등록 말소)","다방","2","2","0","0","0","","비대상","상수도전용","","0","2","","","","","","","5.78","0.00","0.00","0.00","0.00","5.50","0.00","53.07","","","","","3180000-104-1973-01257","","","","","","내국인",""
"3180000","104","1973","01326","휴게음식점","19730208","화니","    ","서울특별시 영등포구 영등포동2가  28번지 142호  ","72.85","  0226339518  ","20040720","","19730208","영등포동","20061101","자진폐업","영업부진","다방","0","0","0","0","0","","비대상","상수도전용","","0","3","","","","","","","3.29","0.00","0.00","12.90","4.00","0.00","0.00","52.66","","","","","3180000-104-1973-01326","","","","","","내국인",""
"3180000","104","1973","01346","휴게음식점","19731004","홈런커피숍","    ","서울특별시 영등포구 문래동4가  6번지 8호  ","67.20","  02 6754402  ","20030926","","19731004","도림동","20040930","자진폐업","영업부진","다방","","","","","","20030924","비대상","상수도전용","","0","2","","","","","","","6.25","0.00","0.00","3.60","0.00","0.00","0.00","57.35","","","","","3180000-104-1973-01346","","","","","","내국인",""
"3180000","104","1973","01633","휴게음식점","19730919","태일다방","    ","서울특별시 영등포구 영등포동8가  75번지 8호  ","46.69","  0206778402  ","19730919","","19730919","영등포동","19901109","자진폐업","","다방","","","","","","","비대상","상수도전용","","0","3","","","","","","","7.05","0.00","0.00","0.00","0.00","5.00","0.00","39.64","","","","","3180000-104-1973-01633","","","","","","내국인",""
"3180000","104","1973","02019","휴게음식점","19730213","아리랑상회","    ","서울특별시 영등포구 여의도동  50번지 0호    7 시범아파트-  25","19.04","  0207821566  ","19730213","","19730213","여의동","20011102","자진폐업","업종전환","과자점","","","","","","","비대상","상수도전용","","1","1","","","","","","","9.24","0.00","0.00","0.00","0.00","6.00","0.00","9.80","","","","","3180000-104-1973-02019","","","","","","내국인",""
"3180000","104","1974","01001","휴게음식점","19741216","타임","    ","서울특별시 영등포구 영등포동2가  94번지 253호  ","","  0226331310  ","20080124","","19741216","영등포동","20090615","자진폐업","개인사정","다방","2","2","0","0","0","20080123","비대상","상수도전용","","0","2","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","","80.19","","","","","3180000-104-1974-01001","","","","","","내국인","대한민국"
