"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"노1동7",1,서울특별시 동작구 장승배기로22길 15-4,서울특별시 동작구 노량진동 232-35,37.5095660,126.9410640,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동8",1,서울특별시 동작구 장승배기로22길 12-1,서울특별시 동작구 노량진동 231-159,37.5095260,126.9405700,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동9",1,서울특별시 동작구 장승배기로22길 7,서울특별시 동작구 노량진동 232-291,37.5096520,126.9406570,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동10",1,서울특별시 동작구 장승배기로22길 9-6,서울특별시 동작구 노량진동 232-293,37.5097530,126.9407310,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동11",1,서울특별시 동작구 장승배기로22길 11-2,서울특별시 동작구 노량진동 232-232,37.5096320,126.9408300,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동12",1,서울특별시 동작구 장승배기로22길 21-5,서울특별시 동작구 노량진동 232-244,37.5095300,126.9412450,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동13",1,서울특별시 동작구 장승배기로20다길 2,서울특별시 동작구 노량진동 232-167,37.5094650,126.9415230,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동14",1,서울특별시 동작구 장승배기로20다길 6,서울특별시 동작구 노량진동 232-109,37.5096180,126.9414830,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동15",1,서울특별시 동작구 장승배기로20다길 10,서울특별시 동작구 노량진동 232-9,37.5097960,126.9413640,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동18",1,서울특별시 동작구 장승배기로24길 20-1,서울특별시 동작구 노량진동 232-285,37.5100420,126.9409880,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동20",1,서울특별시 동작구 장승배기로24길 18-1,서울특별시 동작구 노량진동 232-281,37.5100980,126.9409280,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동24",1,서울특별시 동작구 장승배기로24길 8,서울특별시 동작구 노량진동 232-141,37.5103210,126.9407190,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동27",1,서울특별시 동작구 장승배기로24가길 8,서울특별시 동작구 노량진동 232-111,37.5107780,126.9406560,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동28",1,서울특별시 동작구 장승배기로24가길 10,서울특별시 동작구 노량진동 232-104,37.5108610,126.9408090,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동29",1,서울특별시 동작구 장승배기로24가길 14,서울특별시 동작구 노량진동 232-15,37.5108660,126.9410010,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동30",1,서울특별시 동작구 장승배기로24나길 17,서울특별시 동작구 노량진동 232-62,37.5108370,126.9412050,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동31",1,서울특별시 동작구 장승배기로24나길 15,서울특별시 동작구 노량진동 232-63,37.5106880,126.9411480,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동32",1,서울특별시 동작구 장승배기로24나길 16-5,서울특별시 동작구 노량진동 232-67,37.5106540,126.9413180,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동33",1,서울특별시 동작구 장승배기로24나길 16-7,서울특별시 동작구 노량진동 232-68,37.5105670,126.9413100,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동34",1,서울특별시 동작구 장승배기로24나길 14,서울특별시 동작구 노량진동 232-179,37.5104970,126.9411310,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동35",1,서울특별시 동작구 장승배기로24나길 5,서울특별시 동작구 노량진동 232-168,37.5103300,126.9410580,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동36",1,서울특별시 동작구 장승배기로24나길 4,서울특별시 동작구 노량진동 232-204,37.5101990,126.9410920,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동38",1,서울특별시 동작구 장승배기로24길 34,서울특별시 동작구 노량진동 232-201,37.5102540,126.9417090,2015,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동39",1,서울특별시 동작구 장승배기로24길 32-9,서울특별시 동작구 노량진동 232-125,37.5102130,126.9419740,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동40",1,서울특별시 동작구 장승배기로20라길 34,서울특별시 동작구 노량진동 232-116,37.5103510,126.9418870,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동41",1,서울특별시 동작구 장승배기로20라길 28,서울특별시 동작구 노량진동 232-241,37.5103250,126.9421670,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동42",1,서울특별시 동작구 장승배기로20라길 26,서울특별시 동작구 노량진동 232-242,37.5102770,126.9423160,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동43",1,서울특별시 동작구 장승배기로20라길 21,서울특별시 동작구 노량진동 232-123,37.5100940,126.9422600,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동44",1,서울특별시 동작구 장승배기로16길 127,서울특별시 동작구 노량진동 232-243,37.5102140,126.9426050,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동45",1,서울특별시 동작구 장승배기로24길 60-3,서울특별시 동작구 노량진동 232-276,37.5099300,126.9424380,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동46",1,서울특별시 동작구 장승배기로22길 29,서울특별시 동작구 노량진동 230-44,37.5090910,126.9411920,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동47",1,서울특별시 동작구 장승배기로20라길 12,서울특별시 동작구 노량진동 225-17,37.5097810,126.9423110,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동48",1,서울특별시 동작구 장승배기로20길 44,서울특별시 동작구 노량진동 225-9,37.5096660,126.9421500,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동49",1,서울특별시 동작구 장승배기로20라길 15-3,서울특별시 동작구 노량진동 232-132,37.5098710,126.9422530,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동56",1,서울특별시 동작구 장승배기로24길 60,서울특별시 동작구 노량진동 232-273,37.5110560,126.9425190,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동60",1,서울특별시 동작구 노량진로14길 44,서울특별시 동작구 노량진동 84-33,37.5116510,126.9427280,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동61",1,서울특별시 동작구 노량진로14길 46-16,서울특별시 동작구 노량진동 84-77,37.5115490,126.9424680,2011,건축물,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동64",1,서울특별시 동작구 노량진로14길 37-8,서울특별시 동작구 노량진동 84-13,37.5120000,126.9429230,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동65",1,서울특별시 동작구 노량진로14길 37-12,서울특별시 동작구 노량진동 119-209,37.5118640,126.9431070,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동67",1,서울특별시 동작구 노량진로14길 29-6,서울특별시 동작구 노량진동 83-9,37.5123330,126.9429000,2013,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동72",1,서울특별시 동작구 장승배기로28길 20,서울특별시 동작구 노량진동 52-4,37.5123960,126.9417210,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동79",1,서울특별시 동작구 장승배기로26길 32-9,서울특별시 동작구 노량진동 237-4,37.5111910,126.9416430,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동83",1,서울특별시 동작구 장승배기로24가길 35,서울특별시 동작구 노량진동 232-53,37.5110330,126.9419200,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동84",1,서울특별시 동작구 장승배기로24가길 30,서울특별시 동작구 노량진동 232-50,37.5107380,126.9417020,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동85",1,서울특별시 동작구 장승배기로24가길 26,서울특별시 동작구 노량진동 232-12,37.5108640,126.9415380,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동90",1,서울특별시 동작구 장승배기로28길 2-11,서울특별시 동작구 노량진동 52-36,37.5120820,126.9406920,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동91",1,서울특별시 동작구 장승배기로28길 2-9,서울특별시 동작구 노량진동 53-4,37.5121580,126.9406640,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동92",1,서울특별시 동작구 장승배기로28길 6,서울특별시 동작구 노량진동 53-3,37.5123500,126.9405160,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동93",1,서울특별시 동작구 장승배기로 168,서울특별시 동작구 노량진동 54-11,37.5126990,126.9405590,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동94",1,서울특별시 동작구 장승배기로30길 8,서울특별시 동작구 노량진동 56-8,37.5128000,126.9410970,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동95",1,서울특별시 동작구 장승배기로30길 11,서울특별시 동작구 노량진동 56-20,37.5132130,126.9410280,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동96",1,서울특별시 동작구 장승배기로30길 11,서울특별시 동작구 노량진동 56-20,37.5133120,126.9409770,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동97",1,서울특별시 동작구 장승배기로30길 1-9,서울특별시 동작구 노량진동 54-3,37.5132110,126.9405640,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동98",1,서울특별시 동작구 장승배기로30길 1-8,서울특별시 동작구 노량진동 54-5,37.5130630,126.9407220,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동103",1,서울특별시 동작구 장승배기로28길 16-10,서울특별시 동작구 노량진동 52-35,37.5121050,126.9409210,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동106",1,서울특별시 동작구 노량진로14길 9-6,서울특별시 동작구 노량진동 72-45,37.5131940,126.9423570,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동107",1,서울특별시 동작구 노량진로14길 9-6,서울특별시 동작구 노량진동 72-45,37.5130900,126.9424100,2011,건축물,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동114",1,서울특별시 동작구 노량진로16길 12-14,서울특별시 동작구 노량진동 72-10,37.5130750,126.9434060,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동115",1,서울특별시 동작구 노량진으로16길 12-15,서울특별시 동작구 노량진동 72-13,37.5129920,126.9432460,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동117",1,서울특별시 동작구 노량진로16길 34,서울특별시 동작구 노량진동 119-16 뒤,37.5121220,126.9440230,2011,건축물,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동118",1,서울특별시 동작구 노량진로14다길 14,서울특별시 동작구 노량진동 119-58,37.5122480,126.9438190,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동119",1,서울특별시 동작구 노량진로14다길 11,서울특별시 동작구 노량진동 89-2,37.5123040,126.9437000,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동120",1,서울특별시 동작구 노량진로14나길 9-1,서울특별시 동작구 노량진동 119-127,37.5122300,126.9436610,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동121",1,서울특별시 동작구 노량진로14나길 9-4,서울특별시 동작구 노량진동 119-130,37.5120810,126.9436090,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동122",1,서울특별시 동작구 노량진로14나길 11,서울특별시 동작구 노량진동 84-92,37.5121940,126.9435170,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동123",1,서울특별시 동작구 노량진로14나길 6,서울특별시 동작구 노량진동 85-14,37.5124260,126.9433330,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동124",1,서울특별시 동작구 노량진으로14나길 10,서울특별시 동작구 노량진동 85-25,37.5122140,126.9434600,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동125",1,서울특별시 동작구 만양로15길 6-3,서울특별시 동작구 노량진동 119-11,37.5110530,126.9436640,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동126",1,서울특별시 동작구 노량진으로14나길 19-3,서울특별시 동작구 노량진동 119-59,37.5118030,126.9436500,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동127",1,서울특별시 동작구 노량진으로14나길 19-12,서울특별시 동작구 노량진동 119-31,37.5114420,126.9435850,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동128",1,서울특별시 동작구 노량진으로14나길 24-1,서울특별시 동작구 노량진동 119-49,37.5117160,126.9432460,2011,건축물,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동129",1,서울특별시 동작구 노량진으로14나길 27,서울특별시 동작구 노량진동 119-40,37.5115290,126.9433830,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동130",1,서울특별시 동작구 노량진로14나길 33,서울특별시 동작구 노량진동 119-44,37.5112820,126.9433220,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동132",1,서울특별시 동작구 장승배기로26길 68,서울특별시 동작구 노량진동 119-122,37.5110230,126.9431390,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동133",1,서울특별시 동작구 장승배기로26길 68-8,서울특별시 동작구 노량진동 119-117,37.5107790,126.9429920,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동134",1,서울특별시 동작구 장승배기로22길 11-2,서울특별시 동작구 본동 234-232,37.5096166,126.9408677,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동136",1,서울특별시 동작구 장승배기로16길 139,서울특별시 동작구 노량진동 119-216,37.5105950,126.9432630,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동138",1,서울특별시 동작구 장승배기로16길 143-3,서울특별시 동작구 노량진동 119-135,37.5107860,126.9433420,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동140",1,서울특별시 동작구 장승배기로16길 155,서울특별시 동작구 노량진동 120-10,37.5108860,126.9441880,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동142",1,서울특별시 동작구 만양로 85-6,서울특별시 동작구 노량진동 120-15,37.5110300,126.9442840,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동143",1,서울특별시 동작구 만양로15길 10,서울특별시 동작구 노량진동 120-25,37.5111600,126.9439500,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동144",1,서울특별시 동작구 만양로15길 10,서울특별시 동작구 노량진동 120-25,37.5110390,126.9441540,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동145",1,서울특별시 동작구 만양로15길 14,서울특별시 동작구 노량진동 120-20,37.5109890,126.9438990,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동146",1,서울특별시 동작구 만양로15길 15,서울특별시 동작구 노량진동 119-12,37.5108940,126.9436560,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동147",1,서울특별시 동작구 노량진로16길 54,서울특별시 동작구 노량진동 119-86,37.5114870,126.9441140,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동148",1,서울특별시 동작구 노량진로16길 48,서울특별시 동작구 노량진동 119-233,37.5116240,126.9440400,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동149",1,서울특별시 동작구 노량진로16길 42,서울특별시 동작구 노량진동 119-100,37.5119000,126.9437860,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동151",1,서울특별시 동작구 장승배기로20길 41,서울특별시 동작구 노량진동 225-35,37.5095220,126.9420090,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동152",1,서울특별시 동작구 만양로16길 34,서울특별시 동작구 노량진동 119-174,37.5116000,126.9443320,2014,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동153",1,서울특별시 동작구 만양로16길 34,서울특별시 동작구 노량진동 119-174,37.5116110,126.9449990,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동154",1,서울특별시 동작구 만양로16길 27,서울특별시 동작구 노량진동 119-169,37.5118700,126.9449960,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동155",1,서울특별시 동작구 장승배기로26길 65,서울특별시 동작구 노량진동 119-118,37.5121500,126.9449280,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동156",1,서울특별시 동작구 만양로14가길 17,서울특별시 동작구 노량진동 118-6,37.5122260,126.9448120,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동157",1,서울특별시 동작구 만양로 102-6,서울특별시 동작구 노량진동 118-2,37.5124560,126.9446500,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동158",1,서울특별시 동작구 만양로 102-2,서울특별시 동작구 노량진동 118-8,37.5125860,126.9446110,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동159",1,서울특별시 동작구 만양로14가길 19,서울특별시 동작구 노량진동 118-11,37.5124990,126.9448140,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동161",1,서울특별시 동작구,서울특별시 동작구 노량진동 117-14,37.5128210,126.9447970,2019,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동162",1,서울특별시 동작구 만양로 108,서울특별시 동작구 노량진동 117-16,37.5130790,126.9444630,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동167",1,서울특별시 동작구 만양로18길 19-7,서울특별시 동작구 노량진동 148-61,37.5132040,126.9457780,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동168",1,서울특별시 동작구 만양로18길 19-13,서울특별시 동작구 노량진동 148-59,37.5131070,126.9459790,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동170",1,서울특별시 동작구 만양로18길 41,서울특별시 동작구 노량진동 148-53,37.5130240,126.9458960,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동172",1,서울특별시 동작구 만양로14가길 30-13,서울특별시 동작구 노량진동 126-8,37.5127900,126.9454220,2015,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동173",1,서울특별시 동작구 만양로14나길 4,서울특별시 동작구 노량진동 125-7,37.5124630,126.9452840,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동174",1,서울특별시 동작구 만양로14나길 2-5,서울특별시 동작구 노량진동 125-4,37.5121350,126.9453920,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동175",1,서울특별시 동작구,서울특별시 동작구 노량진동 125-7,37.5123590,126.9453090,2019,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동176",1,서울특별시 동작구 만양로14나길 4,서울특별시 동작구 노량진동 125-7,37.5124220,126.9455300,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동177",1,서울특별시 동작구 만양로14길 35,서울특별시 동작구 노량진동 124-7,37.5122990,126.9459000,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동178",1,서울특별시 동작구 만양로14나길 19,서울특별시 동작구 노량진동 127-3,37.5123350,126.9461490,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동188",1,서울특별시 동작구 만양로14다길 17,서울특별시 동작구 노량진동 211-35,37.5108500,126.9455110,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동190",1,서울특별시 동작구 만양로14다길 23,서울특별시 동작구 노량진동 123-39,37.5104990,126.9456870,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동192",1,서울특별시 동작구 만양로14라길 23,서울특별시 동작구 노량진동 211-27,37.5107060,126.9459950,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동194",1,서울특별시 동작구 만양로14라길 12,서울특별시 동작구 노량진동 211-34,37.5111340,126.9456890,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동195",1,서울특별시 동작구 만양로14라길 11-3,서울특별시 동작구 노량진동 211-4,37.5112450,126.9460090,2011,건축물,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동197",1,서울특별시 동작구 만양로14라길 5-4,서울특별시 동작구 노량진동 206-27,37.5114040,126.9457510,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동198",1,서울특별시 동작구 만양로14라길 3,서울특별시 동작구 노량진동 211-12,37.5115420,126.9455310,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동199",1,서울특별시 동작구 만양로14라길 1-3,서울특별시 동작구 노량진동 210-2,37.5116120,126.9455700,2015,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동200",1,서울특별시 동작구 만양로14마길 2,서울특별시 동작구 노량진동 207-7,37.5120620,126.9461150,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동217",1,서울특별시 동작구 만양로14라길 21-5,서울특별시 동작구 노량진동 205-44,37.5108510,126.9463000,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동218",1,서울특별시 동작구 만양로14라길 21-6,서울특별시 동작구 노량진동 205-327,37.5106700,126.9463030,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동231",1,서울특별시 동작구 만양로12가길 16,서울특별시 동작구 노량진동 205-17,37.5112450,126.9478100,2011,건축물,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동234",1,서울특별시 동작구 만양로12가길 2,서울특별시 동작구 노량진동 205-35,37.5109610,126.9472700,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동259",1,서울특별시 동작구 만양로14길 60-1,서울특별시 동작구 노량진동 202-16,37.5130610,126.9479670,2014,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동260",1,서울특별시 동작구 만양로14길 60-1,서울특별시 동작구 노량진동 202-16,37.5123530,126.9474640,2014,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동261",1,서울특별시 동작구 만양로14길 60-1,서울특별시 동작구 노량진동 202-16,37.5123670,126.9472860,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동265",1,서울특별시 동작구 노량진으로 194-3,서울특별시 동작구 노량진동 146-3,37.5128360,126.9474920,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동267",1,서울특별시 동작구 노량진으로 192,서울특별시 동작구 노량진동 147-17,37.5130950,126.9473360,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동268",1,서울특별시 동작구 만양로14길 39-5,서울특별시 동작구 노량진동 127-5앞,37.5124540,126.9462230,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동269",1,서울특별시 동작구,서울특별시 동작구 노량진동 127-2,37.5124720,126.9463070,2019,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동270",1,서울특별시 동작구,서울특별시 동작구 본동 425-3,37.5125010,126.9500400,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동271",1,서울특별시 동작구 노량진로20길 4,서울특별시 동작구 본동 383-1,37.5124810,126.9502240,2014,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동275",1,서울특별시 동작구,서울특별시 동작구 본동 419-2,37.5119110,126.9503010,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동276",1,서울특별시 동작구 노량진로18길 10,서울특별시 동작구 본동 426,37.5122400,126.9503480,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동281",1,서울특별시 동작구 노량진로22길 33,서울특별시 동작구 본동 435-3,37.5112400,126.9504450,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동282",1,서울특별시 동작구,서울특별시 동작구 본동 470-40,37.5110170,126.9502190,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동283",1,서울특별시 동작구,서울특별시 동작구 본동 443-3,37.5109470,126.9499700,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동285",1,서울특별시 동작구,서울특별시 동작구 본동 442-8,37.5110260,126.9497330,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동286",1,서울특별시 동작구 노량진로22길 27,서울특별시 동작구 본동 434-7,37.5115260,126.9506830,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동287",1,서울특별시 동작구 노량진로22길 24,서울특별시 동작구 본동 411-1,37.5116590,126.9506400,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동288",1,서울특별시 동작구 노량진로22길 28,서울특별시 동작구 본동 433,37.5116590,126.9504140,2011,전용주,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동289",1,서울특별시 동작구 노량진로20길 17-3,서울특별시 동작구 본동 344-12,37.5118410,126.9503830,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동290",1,서울특별시 동작구 노량진로22길 25-4,서울특별시 동작구 본동 434-4,37.5115010,126.9509000,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동291",1,서울특별시 동작구 노량진로22길 25-5,서울특별시 동작구 본동 192-2,37.5115040,126.9509790,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동292",1,서울특별시 동작구 노량진로22길 25-10,서울특별시 동작구 본동 190-25,37.5114460,126.9511600,2011,,02-820-1408,서울특별시 동작구청,2019-05-22
"노1동293",1,서울특별시 동작구 노량진로22길 19-2,서울특별시 동작구 본동 194,37.5117760,126.9509200,2011,한전주,02-820-1408,서울특별시 동작구청,2019-05-22
